日期,行业销量,克强指数,克强指数M-1,克强指数M-2,房地产新增开工面积,房地产新增开工面积M-1,房地产新增开工面积M-2,房地产开发投资完成额,房地产开发投资完成额M-1,房地产开发投资完成额M-2,社融,社融M-1,社融M-2,固定资产投资完成额,固定资产投资完成额M-1,固定资产投资完成额M-2,原煤产量,原煤产量M-1,原煤产量M-2,原煤价格,原煤价格M-1,原煤价格M-2,铁矿石原矿产量,铁矿石原矿产量M-1,铁矿石原矿产量M-2,采矿业投资额,采矿业投资额M-1,采矿业投资额M-2,水泥产量,水泥产量M-1,水泥产量M-2,道路运输,道路运输M-1,道路运输M-2,国家铁路,国家铁路M-1,国家铁路M-2,日本出口,日本出口M-1,日本出口M-2
2010/1,9008,14.53333333,,,18799.85,,,4906.25,,,20550,,,24080.65,,,25610.1,,,768,,,6283.6,,,859.05,,,11520.5,,,1151.25,,,3218398,,,8872625,,
2010/2,6684,26.2,14.53333333,,14914.3,18799.85,,3143.6,4906.25,,10877,20550,,13014,24080.65,,21298,25610.1,,765,768,,6150.9,6283.6,,323.9,859.05,,8377.5,11520.5,,727.6,1151.25,,2128261,3218398,,14726601,8872625,
2010/3,24901,29,26.2,14.53333333,17374.3,14914.3,18799.85,3450.8,3143.6,4906.25,13830,10877,20550,16778.7,13014,24080.65,27980.8,21298,25610.1,763.9,765,768,7972.4,6150.9,6283.6,651,323.9,859.05,13598.7,8377.5,11520.5,815,727.6,1151.25,3560147,2128261,3218398,20106437,14726601,8872625
2010/4,25334,29.1,29,26.2,13398.2,17374.3,14914.3,3337.6,3450.8,3143.6,14919,13830,10877,16950.1,16778.7,13014,26839.1,27980.8,21298,744,763.9,765,8807.4,7972.4,6150.9,657.6,651,323.9,16114.5,13598.7,8377.5,924.3,815,727.6,5300549,3560147,2128261,16840378,20106437,14726601
2010/5,18502,27.6,29.1,29,15775.8,13398.2,17374.3,3985.4,3337.6,3450.8,10805,14919,13830,20615.6,16950.1,16778.7,28386.4,26839.1,27980.8,729.6,744,763.9,9105.6,8807.4,7972.4,925.7,657.6,651,17357.6,16114.5,13598.7,1123.3,924.3,815,5712126,5300549,3560147,10403501,16840378,20106437
2010/6,14088,22.2,27.6,29.1,18988.3,15775.8,13398.2,5829.7,3985.4,3337.6,10196,10805,14919,30689.1,20615.6,16950.1,29692.1,28386.4,26839.1,728,729.6,744,10155.2,9105.6,8807.4,1046.8,925.7,657.6,17448.3,17357.6,16114.5,1477.8,1123.3,924.3,7148546,5712126,5300549,13125404,10403501,16840378
2010/7,12908,21.2,22.2,27.6,11732.3,18988.3,15775.8,4117.7,5829.7,3985.4,7202,10196,10805,21818.9,30689.1,20615.6,29190.6,29692.1,28386.4,772.7,728,729.6,9759.1,10155.2,9105.6,932,1046.8,925.7,16492.2,17448.3,17357.6,1233.4,1477.8,1123.3,5663263,7148546,5712126,14770810,13125404,10403501
2010/8,12637,19.8,21.2,22.2,12664.2,11732.3,18988.3,4490.3,4117.7,5829.7,10646,7202,10196,21131.5,21818.9,30689.1,30138.4,29190.6,29692.1,810.9,772.7,728,9957.5,9759.1,10155.2,975.9,932,1046.8,16780.4,16492.2,17448.3,1174.5,1233.4,1477.8,7709266,5663263,7148546,10412489,14770810,13125404
2010/9,14143,15.6,19.8,21.2,14593.5,12664.2,11732.3,5156.2,4490.3,4117.7,11224,10646,7202,24871.8,21131.5,21818.9,27601.5,30138.4,29190.6,794.4,810.9,772.7,9354.7,9957.5,9759.1,916.9,975.9,932,17045.8,16780.4,16492.2,1332,1174.5,1233.4,8578794,7709266,5663263,13014181,10412489,14770810
2010/10,12302,15.9,15.6,19.8,12315.5,14593.5,12664.2,4558.3,5156.2,4490.3,8608,11224,10646,21686.5,24871.8,21131.5,30065.6,27601.5,30138.4,781.9,794.4,810.9,9548.7,9354.7,9957.5,974.8,916.9,975.9,17029.7,17045.8,16780.4,1282.5,1332,1174.5,8316304,8578794,7709266,10643724,13014181,10412489
2010/11,12438,14.2,15.9,15.6,13373.5,12315.5,14593.5,4627.8,4558.3,5156.2,10554,8608,11224,23141.8,21686.5,24871.8,33757.6,30065.6,27601.5,776.3,781.9,794.4,9558.1,9548.7,9354.7,924.3,974.8,916.9,17658.4,17029.7,17045.8,1244.6,1282.5,1332,11313018,8316304,8578794,14024495,10643724,13014181
2010/12,15020,14.36666667,14.2,15.9,18516.9,13373.5,12315.5,5562.1,4627.8,4558.3,10780,10554,8608,30717.1,23141.8,21686.5,30291.95,33757.6,30065.6,771.4,776.3,781.9,9820.9,9558.1,9548.7,1347.2,924.3,974.8,16966.2,17658.4,17029.7,1429.7,1244.6,1282.5,15197789,11313018,8316304,13883687,14024495,10643724
2011/1,13555,14.53333333,14.36666667,14.2,18799.85,18516.9,13373.5,4906.25,5562.1,4627.8,17560,10780,10554,24080.65,30717.1,23141.8,26826.3,30291.95,33757.6,783.9,771.4,776.3,7378.9,9820.9,9558.1,859.05,1347.2,924.3,11614.9,16966.2,17658.4,1151.25,1429.7,1244.6,4043567,15197789,11313018,14029251,13883687,14024495
2011/2,14736,14.7,14.53333333,14.36666667,19082.8,18799.85,18516.9,4250.4,4906.25,5562.1,6468,17560,10780,17444.2,24080.65,30717.1,24749.4,26826.3,30291.95,817.3,783.9,771.4,7244.6,7378.9,9820.9,370.9,859.05,1347.2,8814.1,11614.9,16966.2,872.8,1151.25,1429.7,3038334,4043567,15197789,21547979,14029251,13883687
2011/3,36569,14.1,14.7,14.53333333,20759.6,19082.8,18799.85,4596,4250.4,4906.25,18212,6468,17560,22020.8,17444.2,24080.65,32088.9,24749.4,26826.3,836.7,817.3,783.9,9443.5,7244.6,7378.9,707.4,370.9,859.05,16455.6,8814.1,11614.9,981.8,872.8,1151.25,5079759,3038334,4043567,14142112,21547979,14029251
2011/4,25636,12.4,14.1,14.7,16998.1,20759.6,19082.8,4493.8,4596,4250.4,13673,18212,6468,23251.3,22020.8,17444.2,31808.2,32088.9,24749.4,846.8,836.7,817.3,9776.6,9443.5,7244.6,779.6,707.4,370.9,18555.6,16455.6,8814.1,1102.6,981.8,872.8,5165670,5079759,3038334,10936747,14142112,21547979
2011/5,20864,12.1,12.4,14.1,19277.7,16998.1,20759.6,5397.1,4493.8,4596,10854,13673,18212,27538.3,23251.3,22020.8,32730.2,31808.2,32088.9,841,846.8,836.7,10246.7,9776.6,9443.5,981.8,779.6,707.4,19628.3,18555.6,16455.6,1295.3,1102.6,981.8,4671973,5165670,5079759,9360111,10936747,14142112
2011/6,15872,12.4,12.1,12.4,23324.4,19277.7,16998.1,7513.2,5397.1,4493.8,10873,10854,13673,34312.2,27538.3,23251.3,34020.1,32730.2,31808.2,830.4,841,846.8,12401.4,10246.7,9776.6,1306.2,981.8,779.6,19794.5,19628.3,18555.6,1425.8,1295.3,1102.6,5812323,4671973,5165670,13808247,9360111,10936747
2011/7,13005,11.6,12.4,12.1,15726.6,23324.4,19277.7,5622.6,7513.2,5397.1,5393,10873,10854,27853.2,34312.2,27538.3,32782.5,34020.1,32730.2,830.4,830.4,841,11696,12401.4,10246.7,1108.1,1306.2,981.8,18307.7,19794.5,19628.3,1228.4,1425.8,1295.3,4430292,5812323,4671973,10981968,13808247,9360111
2011/8,13301,10.3,11.6,12.4,16711.5,15726.6,23324.4,5907.8,5622.6,7513.2,10741,5393,10873,28187.8,27853.2,34312.2,32740.5,32782.5,34020.1,842,830.4,830.4,12755.2,11696,12401.4,1135.6,1108.1,1306.2,18242.9,18307.7,19794.5,1299.7,1228.4,1425.8,3530430,4430292,5812323,10074509,10981968,13808247
2011/9,14742,12.6,10.3,11.6,15894,16711.5,15726.6,6444,5907.8,5622.6,4279,10741,5393,31666.4,28187.8,27853.2,31800,32740.5,32782.5,853.8,842,830.4,12750.4,12755.2,11696,1152.7,1135.6,1108.1,19031.3,18242.9,18307.7,1324.6,1299.7,1228.4,3770910,3530430,4430292,9257907,10074509,10981968
2011/10,14194,11.5,12.6,10.3,12587.5,15894,16711.5,5698,6444,5907.8,7908,4279,10741,29091.1,31666.4,28187.8,33000,31800,32740.5,844.4,853.8,842,13241.3,12750.4,12755.2,1224.9,1152.7,1135.6,19062.7,19031.3,18242.9,1294.6,1324.6,1299.7,3355978,3770910,3530430,8355209,9257907,10074509
2011/11,13707,10.1,11.5,12.6,14589.6,12587.5,15894,5560.2,5698,6444,9581,7908,4279,28087,29091.1,31666.4,32100,33000,31800,815.5,844.4,853.8,12637,13241.3,12750.4,1177.7,1224.9,1152.7,18806,19062.7,19031.3,1245.7,1294.6,1324.6,6265490,3355978,3770910,7035542,8355209,9257907
2011/12,15720,11.56666667,10.1,11.5,16285.1,14589.6,12587.5,6313.9,5560.2,5698,12744,9581,7908,32480.7,28087,29091.1,28850,32100,33000,788,815.5,844.4,11925.7,12637,13241.3,1954.2,1177.7,1224.9,17508.3,18806,19062.7,1785.1,1245.7,1294.6,9808401.7,6265490,3355978,6526830,7035542,8355209
2012/1,5383,13.03333333,11.56666667,10.1,18166.9,16285.1,14589.6,5872.7,6313.9,5560.2,9754,12744,9581,26834.75,32480.7,28087,25600,28850,32100,772.4,788,815.5,7151.5,11925.7,12637,1205,1954.2,1177.7,10174.1,17508.3,18806,1405.4,1785.1,1245.7,1228220,9808401.7,6265490,6173673,6526830,7035542
2012/2,14682,14.5,13.03333333,11.56666667,20048.7,18166.9,16285.1,5431.5,5872.7,6313.9,10431,9754,12744,21188.8,26834.75,32480.7,29200,25600,28850,770.5,772.4,788,8156.7,7151.5,11925.7,455.8,1205,1954.2,11414.2,10174.1,17508.3,1025.7,1405.4,1785.1,1764944,1228220,9808401.7,7536014,6173673,6526830
2012/3,21738,5.8,14.5,13.03333333,19897.6,20048.7,18166.9,5495.7,5431.5,5872.7,18704,10431,9754,26676.6,21188.8,26834.75,29500,29200,25600,780.1,770.5,772.4,10331.1,8156.7,7151.5,846.8,455.8,1205,17927.7,11414.2,10174.1,1157.7,1025.7,1405.4,2970745,1764944,1228220,12291864,7536014,6173673
2012/4,18313,5.1,5.8,14.5,14521.5,19897.6,20048.7,4908,5495.7,5431.5,9637,18704,10431,27726.2,26676.6,21188.8,31000,29500,29200,788.1,780.1,770.5,10401.9,10331.1,8156.7,1002.4,846.8,455.8,19666.2,17927.7,11414.2,1281.2,1157.7,1025.7,2995839,2970745,1764944,6154847,12291864,7536014
2012/5,12890,5.6,5.1,5.8,18391.5,14521.5,19897.6,6377.7,4908,5495.7,11432,9637,18704,33332.6,27726.2,26676.6,31500,31000,29500,769,788.1,780.1,11235.3,10401.9,10331.1,1187,1002.4,846.8,20510.9,19666.2,17927.7,1397.8,1281.2,1157.7,4005643,2995839,2970745,5637086,6154847,12291864
2012/6,11642,3.8,5.6,5.1,19520.4,18391.5,14521.5,8396.9,6377.7,4908,17802,11432,9637,41785.9,33332.6,27726.2,31500,31500,31000,698.1,769,788.1,12569.3,11235.3,10401.9,1522.1,1187,1002.4,20716.5,20510.9,19666.2,1806.4,1397.8,1281.2,4809698,4005643,2995839,4385644,5637086,6154847
2012/7,8964,2.4,3.8,5.6,11524.9,19520.4,18391.5,6164.6,8396.9,6377.7,10522,17802,11432,33601.7,41785.9,33332.6,31000,31500,31500,638.5,698.1,769,11546.1,12569.3,11235.3,1241.1,1522.1,1187,19117,20716.5,20510.9,1575.3,1806.4,1397.8,4796316,4809698,4005643,4792380,4385644,5637086
2012/8,7926,1.4,2.4,3.8,19035.9,11524.9,19520.4,6913.4,6164.6,8396.9,12475,10522,17802,33646.3,33601.7,41785.9,30700,31000,31500,630,638.5,698.1,11656.9,11546.1,12569.3,1323.1,1241.1,1522.1,19555.2,19117,20716.5,1450.9,1575.3,1806.4,4578418,4796316,4809698,3194210,4792380,4385644
2012/9,8301,2.4,1.4,2.4,12074,19035.9,11524.9,7358,6913.4,6164.6,16462,12475,10522,38974.8,33646.3,33601.7,31500,30700,31000,631.9,630,638.5,12906.2,11656.9,11546.1,1276.1,1323.1,1241.1,20966.3,19555.2,19117,1824.4,1450.9,1575.3,7265804,4578418,4796316,2499103,3194210,4792380
2012/10,8324,4.9,2.4,1.4,11777.8,12074,19035.9,6582.8,7358,6913.4,12906,16462,12475,35609.1,38974.8,33646.3,31500,31500,30700,640,631.9,630,12485.3,12906.2,11656.9,1202.9,1276.1,1323.1,21005.8,20966.3,19555.2,1791.5,1824.4,1450.9,8101269,7265804,4578418,2244494,2499103,3194210
2012/11,8988,6.2,4.9,2.4,15621,11777.8,12074,7143.7,6582.8,7358,11225,12906,16462,33694.2,35609.1,38974.8,32980,31500,31500,640,640,631.9,12463.5,12485.3,12906.2,1101.9,1202.9,1276.1,20107.6,21005.8,20966.3,1704.1,1791.5,1824.4,8180016,8101269,7265804,1796864,2244494,2499103
2012/12,9358,2.9,6.2,4.9,14920.4,15621,11777.8,7031.4,7143.7,6582.8,16282,11225,12906,38598.9,33694.2,35609.1,31990,32980,31500,640,640,640,11947.9,12463.5,12485.3,2139.4,1101.9,1202.9,18179.7,20107.6,21005.8,2119.9,1704.1,1791.5,12401046,8180016,8101269,1310096,1796864,2244494
2013/1,6638,-0.4,2.9,6.2,18960.7,14920.4,15621,6850.55,7031.4,7143.7,25446,16282,11225,32137.4,38598.9,33694.2,31000,31990,32980,632.3,640,640,8653.9,11947.9,12463.5,1327.7,2139.4,1101.9,14232.7,18179.7,20107.6,1690.45,2119.9,1704.1,2099360,12401046,8180016,1237973,1310096,1796864
2013/2,6168,-3.7,-0.4,2.9,23001,18960.7,14920.4,6669.7,6850.55,7031.4,10705,25446,16282,25675.9,32137.4,38598.9,24000,31000,31990,630,632.3,640,8863.4,8653.9,11947.9,516,1327.7,2139.4,9496.5,14232.7,18179.7,1261,1690.45,2119.9,1663207,2099360,12401046,4075178,1237973,1310096
2013/3,20774,4.3,-3.7,-0.4,15871.9,23001,18960.7,6462.9,6669.7,6850.55,25503,10705,25446,32416.4,25675.9,32137.4,29000,24000,31000,621.4,630,632.3,11220.9,8863.4,8653.9,822.1,516,1327.7,18697.6,9496.5,14232.7,1396.8,1261,1690.45,2938148,1663207,2099360,5480037,4075178,1237973
2013/4,18709,5.3,4.3,-3.7,16632.9,15871.9,23001,6047.6,6462.9,6669.7,17629,25503,10705,33226.9,32416.4,25675.9,30500,29000,24000,617.6,621.4,630,11053.3,11220.9,8863.4,1086,822.1,516,21487.8,18697.6,9496.5,1495.7,1396.8,1261,4389559,2938148,1663207,2766288,5480037,4075178
2013/5,15135,4.2,5.3,4.3,18107.4,16632.9,15871.9,7617.8,6047.6,6462.9,11871,17629,25503,39891.5,33226.9,32416.4,30700,30500,29000,610,617.6,621.4,11679,11053.3,11220.9,1316.8,1086,822.1,22426.7,21487.8,18697.6,1736,1495.7,1396.8,4670740,4389559,2938148,3271859,2766288,5480037
2013/6,13025,6.1,4.2,5.3,22287.8,18107.4,16632.9,10030,7617.8,6047.6,10375,11871,17629,50107,39891.5,33226.9,30400,30700,30500,608.4,610,617.6,12924.9,11679,11053.3,1713.4,1316.8,1086,22753.7,22426.7,21487.8,2094,1736,1495.7,5832110,4670740,4389559,2454356,3271859,2766288
2013/7,9542,8.6,6.1,4.2,16736.6,22287.8,18107.4,7473.6,10030,7617.8,8191,10375,11871,40404.6,50107,39891.5,30000,30400,30700,585.7,608.4,610,12052.6,12924.9,11679,1414.1,1713.4,1316.8,21182.2,22753.7,22426.7,2043,2094,1736,4581394,5832110,4670740,2196133,2454356,3271859
2013/8,9348,11.1,8.6,6.1,15202.6,16736.6,22287.8,7818.2,7473.6,10030,15841,8191,10375,40855.8,40404.6,50107,30000,30000,30400,560.5,585.7,608.4,12983.9,12052.6,12924.9,1466.4,1414.1,1713.4,21483.4,21182.2,22753.7,1976.3,2043,2094,5153941,4581394,5832110,2031893,2196133,2454356
